geom,TARGET_PLAN,SOL,RMC,EASTING_M,NORTHING_M,ELEV_M,LON_DD,LAT_DD,X,Y,Z,U,V,W,I,J,Image_ID,NOTES
01010000A0E610000052DAF6EC162C6140FFF00EC257A712C07F2EDC868866B1C0,Cucumongo,833,44_2062,8143027.455,-276422.8519,-4454.533308,137.3777985,-4.663420708,-2.468882151,0.961890634,-0.670793758,0.214634306,0.096489961,-0.97191654,436.6880829,270.2239834,NLB_471274708RASLF0442062NCAM00320M_,Dave Rubin sed target Created in Front Hazcam Formerly F83001 (Red box)
01010000A0E61000008CA153B04B2B61405BEA82E2CFC712C00555C03E611AB1C0,Cuimba,1457,57_2798,8141556.898,-278302.3486,-4378.379864,137.3529894,-4.695128955,4.343352541,-1.010205563,-1.080136241,-0.411256979,0.381789808,-0.827710239,175.2658383,501.237781,NLB_526667286RAS_F0572798NCAM07753M_,Formerly N145613 Large block of Stimson
01010000A0E6100000F3A16FB44B2B61404525D32ECFC712C0F420EE1C591AB1C0,Cuimba_ccam,1462,57_2798,8141557.014,-278302.1899,-4378.348098,137.3529913,-4.695126278,4.502062856,-0.894056461,-1.11190231,-0.468254077,0.450436594,-0.760161177,881.3709577,431.202574,NLB_526667254RASLF0572798NCAM07753M_,None
01010000A0E610000041036BFF5E2E61405A4035C3A95B12C0BE13176F39A8B1C0,Cumberland,185,6_0,8147253.614,-272042.1004,-4520.224351,137.4490964,-4.58951478,-1.772372962,-1.965909198,-0.231703339,0.223113905,0.157952088,-0.961910255,542.3961136,948.3883639,NLA_412866868RAS_F0060000NCAM00322M_,solid mini-concretions Formerly N1611
01010000A0E6100000487120F05E2E6140AD134BECA95B12C0B67371863DA8B1C0,Cumberland_A_adjusted,277,6_0,8147253.182,-272042.1367,-4520.240333,137.4490891,-4.589515392,-1.808662,-2.398108,-0.215722,0.096668,0.052344,-0.993939,0,0,0,
01010000A0E61000009FFBD5FC5E2E6140D7D1F987A95B12C097F23D8A3CA8B1C0,Cumberland_Bowl,275,6_82,8147253.541,-272042.0481,-4520.236484,137.4490952,-4.589513898,-2.089055461,-1.028892,-0.132656225,0.175596634,0.314343333,-0.932927706,362.8284641,519.3911456,NLB_421821018RAS_F0060082NCAM00364M_,CCAM survey of the drill area. Attempt to reach the whitish mini-bowl.
01010000A0E61000001220F2FF5E2E6140F5CB40BFA95B12C038433DFA32A8B1C0,Cumberland_CCAM,274,6_68,8147253.629,-272042.0969,-4520.199131,137.4490967,-4.589514721,-2.828879749,-1.175991727,-0.170009781,0.184927634,0.183405167,-0.965486566,328.9898213,250.7133164,NLB_421640297RAS_F0060068NCAM00364M_,CCAM of the drill 2
01010000A0E6100000594667045F2E614001D5A449A95B12C0ADB2C60B4CA8B1C0,Cumberland_DRT_RP,289,6_0,8147253.755,-272041.993,-4520.297055,137.4490988,-4.589512969,-1.665,-1.825,-0.159,-0.058017,-0.006002,-0.998298,0,0,0,
01010000A0E61000009F3ADAF95E2E61408BF3B2B2A95B12C05EA8B4A536A8B1C0,Cumberland_DT,281,6_82,8147253.457,-272042.0858,-4520.213466,137.4490937,-4.589514534,-2.126791206,-1.113216334,-0.155674662,0.054081364,0.059657313,-0.99675286,594.3337177,495.9329789,NLB_422269576RAS_F0060082NCAM00375M_,Sol 281 Plan would like CCAM covering the drill tailings on the path from CumberlandB LL to Cumberland DT. Cumberland DT is a left hand guide for CCAM imaging
01010000A0E61000008757CEFB5E2E6140E1986E14A95B12C00FC31E4540A8B1C0,Cumberland_edge,273,6_0,8147253.512,-272041.946,-4520.251055,137.4490947,-4.589512176,-1.618,-2.068,-0.205,0.067029,0.025011,-0.997437,0,0,0,
01010000A0E610000015C8C3FB5E2E61403C5BDF62A95B12C098A57BDC3BA8B1C0,Cumberland3,275,6_82,8147253.511,-272042.0153,-4520.233833,137.4490947,-4.589513345,-2.056283469,-1.059165946,-0.135307576,0.1997113,0.241678016,-0.949582589,384.7630043,525.7251839,NLB_421821018RAS_F0060082NCAM00364M_,Location with high concretion density for CCAM survey of the drill area
01010000A0E6100000339F67FB5E2E614076714E64A95B12C026E089223DA8B1C0,Cumberland3_ccam,276,6_82,8147253.501,-272042.0166,-4520.238808,137.4490945,-4.589513366,-2.057550007,-1.069341086,-0.130332363,0.146359772,0.262560132,-0.953751028,578.4065724,578.2519924,NLB_421902459RAS_F0060082NCAM00207M_,Cumberland3 reshoot (Chemcam) Contact: pmeslin irap.omp.eu
01010000A0E6100000B24F2BF05E2E6140D23DB9E4A95B12C0D5498D3B3CA8B1C0,CumberlandA,276,6_0,8147253.183,-272042.13,-4520.235284,137.4490891,-4.58951528,-1.801976,-2.396908,-0.220771,0.060959,0.062783,-0.996164,0,0,0,
01010000A0E6100000AB6F29F85E2E6140D6E6FC7FA95B12C03009FE5437A8B1C0,CumberlandA_LL,276,6_82,8147253.409,-272042.041,-4520.216141,137.4490929,-4.589513779,-2.082,-1.161,-0.153,0.061009,0.063009,-0.996146,0,0,0,
01010000A0E61000006AD668F85E2E6140A36EC397A95B12C07C40879637A8B1C0,CumberlandB_LL,276,6_82,8147253.416,-272042.062,-4520.217141,137.4490931,-4.589514133,-2.103,-1.154,-0.152,0.082025,0.068021,-0.994306,0,0,0,
01010000A0E6100000F53CCEEF5E2E61405298E7FFA95B12C0004712EF3BA8B1C0,CumberlandC,276,6_0,8147253.173,-272042.154,-4520.234117,137.449089,-4.589515685,-1.825984,-2.407184,-0.221938,0.087685,0.035364,-0.99552,0,0,0,
01010000A0E6100000E2DCCEF75E2E6140C1EF289BA95B12C0E4D1741337A8B1C0,CumberlandC_LL,276,6_82,8147253.399,-272042.065,-4520.215141,137.4490928,-4.589514183,-2.106,-1.171,-0.154,0.087957,0.034983,-0.99551,0,0,0,
01010000A0E610000090EBD7F75E2E6140649D37A4A95B12C04D63629036A8B1C0,CumberlandD_LL,276,6_82,8147253.4,-272042.073,-4520.213141,137.4490928,-4.589514318,-2.114,-1.17,-0.156,0.097002,0.023,-0.995018,0,0,0,
01010000A0E6100000809845F05E2E6140E01A0807AA5B12C01A0598643BA8B1C0,CumberlandNew_RP,274,6_0,8147253.186,-272042.1603,-4520.232004,137.4490892,-4.589515791,-1.832279,-2.394006,-0.224051,0.092465,0.042975,-0.994788,0,0,0,
01010000A0E610000086D001A55B2E6140C8EBA689695C12C01A640D7A5CA6B1C0,Cunningham,326,7_0,8147229.352,-272085.4636,-4518.361237,137.4486871,-4.590246344,-2.592621064,-2.435360486,-0.04989544,0.069998136,0.10808608,-0.991674173,684.898237,224.1760987,NLB_426264640RAS_F0070000NCAM00359M_,formerly N1930
01010000A0E61000001BDCC629732B6140E9CF753560D712C0466EE7239CD9B0C0,Cushing,1607,61_156,8141842.522,-279203.2642,-4313.609923,137.357808,-4.710327945,2.131821193,-0.762940492,0.149922852,0.070921709,0.002451942,-0.997478878,432.7120011,435.5489814,NLB_539984596RAS_F0610156NCAM00353M_,'Tan' Murray. CS and/or CCAM? N160613
01010000A0E61000004248D959412C61408D565C773CA312C0379301338668B1C0,Cuzcatlan,703,39_1666,8143334.431,-276185.139,-4456.524216,137.3829774,-4.659410348,-2.903011634,-2.198961246,-0.210647488,0.452051836,0.088456789,-0.887594804,944.482597,903.8172618,NLB_459820021RASLF0391666NCAM00255M_,
01010000A0E6100000704F4487BF2B61408C1AF8BE49B712C070B1A2065347B1C0,Dabis,1225,52_1162,8142395.076,-277345.8507,-4423.32432,137.3671299,-4.678992256,0.145308,1.998242,-0.43568,0.141766,-0.17829,-0.97371,877.5269,384.7665,NLB_505900047RASLF0521162NCAM00352M_,Potential horizontal CCAM scuff floor observation N122501
01010000A0E6100000D283F56D682B61404DEB539F20D312C0B8DAA84F6CF1B0C0,Daggett,1521,59_2578,8141764.857,-278957.3445,-4337.423091,137.3564977,-4.706179132,-2.358538721,1.497698971,-0.496909491,0.102744076,-0.452889619,-0.885626684,470.3077393,471.4752808,NLB_532349820RAS_F0592578CCAM15903M_,Bedrock observation
01010000A0E6100000483C0A3CCC2B614097EF76FB2FB112C0988DFE41F952B1C0,Dakota,1112,50_448,8142487.014,-276992.7125,-4434.973663,137.368681,-4.6730346,-1.89045382,1.226852767,-0.436493006,0.718078436,-0.108303949,-0.687483526,734.7892272,339.3348946,NLB_496043465RASLF0500448NCAM00350M_,Potential vertical 1x10 that gets both light- and dark-toned material. Target is also visible in the MCAM Lo. N111207
01010000A0E6100000DFA777C0652B6140BEBAC8008ABD12C0141891D58541B1C0,Dala,1405,55_2444,8141745.482,-277707.6929,-4417.52279,137.3561709,-4.685096752,2.168133672,2.375703996,0.21279002,0.230947753,-0.128159417,-0.964488604,295.6134546,996.6914853,NLB_521873177RASLF0552444NCAM00263M_,Formerly known as N140502. Possible ccam target on the Murray fractured bedrock
01010000A0E6100000171B4540CF2B6140D4C7522810E212C008DAAF8C558DB0C0,Damariscotta,1753,64_2238,8142508.84,-279821.9033,-4237.334178,137.3690492,-4.720764761,-2.023288212,1.98045257,-0.305822038,0.123900146,-0.981290875,0.147366843,844.2264151,437.9371069,NLB_553026682RASLF0642238NCAM00312M_,M100 target to image layering mosaic also serves as AEGIS and ChemCam target documentation formerly N175302
01010000A0E6100000309E19C88A2B61407DEBEBDB69DA12C091C3C0C8E8CBB0C0,Damariscotta_Lake,1647,62_0,8142013.418,-279379.1026,-4299.909313,137.3606911,-4.713294445,-0.008583409,2.40962797,-0.050686753,0.081524399,0.027761323,-0.99628463,638.1813354,435.8466187,NLB_543622850RAS_F0620000NCAM00353M_,Murray bedrock target - start-point for horizontal raster
01010000A0E61000001E2464B0D52B614060E9FF4AC9AF12C015B873565652B1C0,Damnation,1095,49_2236,8142555.424,-276911.6074,-4434.337257,137.3698351,-4.671666309,-0.942409567,-2.339425425,-0.132469907,0.256856067,0.015231487,-0.966329626,567.7190181,495.1524132,NLB_494616118RASLF0492236NCAM00354M_,Lighter tone layer below darker material N109501
01010000A0E610000050AE5727082D6140D3BEF680998112C025BBCAC11F87B1C0,Dampier_RP,529,26_0,8144772.904,-274238.071,-4487.124051,137.4072453,-4.626562133,6.404,-6.935,-0.478,0.106995,0.050997,-0.992951,0,0,0,
01010000A0E610000050AE5727082D6140D3BEF680998112C025BBCAC11F87B1C0,Dampier_RP_2,529,26_0,8144772.904,-274238.071,-4487.124051,137.4072453,-4.626562133,6.404,-6.935,-0.478,0.106995,0.050997,-0.992951,0,0,0,
01010000A0E61000005EE62CC77E2B6140863B6F6C83B612C095B59B85D24CB1C0,dan_active_proposed,1339,54_938,8141926.563,-277301.007,-4428.822351,137.3592258,-4.678235716,0.271982968,3.116322269,-0.4976488,-0.032227637,-0.216063099,-0.975847371,486.0909203,313.1780749,NLB_515478439RAS_F0540938NCAM00354M_,None
01010000A0E610000094B855B77C2B614001329BE357D712C05D6F9007B5D6B0C0,Daniel_Island,1591,60_2256,8141911.644,-279201.383,-4310.707147,137.3589741,-4.710296208,5.019039894,20.72723748,-0.742853329,0,0,0,201.0530243,479.6780396,NLB_538568260RAS_S0602256NCAM00252M_,None
01010000A0E6100000D6D8166A212C61408DBE786521A312C09680D7E4316BB1C0,Dantes_View,741,41_838,8143103.348,-276179.0181,-4459.194898,137.3790789,-4.659307085,0.727894787,-30.63572117,0.381909819,0,0,0,526.8679199,236.1234131,NLB_463190517RAS_F0410838NCAM00275M_,formerly N74113
01010000A0E61000007541821EA62D614018F17F15CC6D12C0C62AE25E7597B1C0,Dark_Fields,394,16_50,8145915.892,-273091.799,-4503.458479,137.4265282,-4.607223831,-6.461011436,14.06189548,-2.246599073,0,0,-1,359.7675685,104.0551041,NLB_432296983RAS_F0160050NCAM00299M_,Formerly known as N39501. ChemCam infinity Z-stack candidate. Possible fracture fill in darker unit.
01010000A0E610000042894B085F2E614001A1D8AD7F5B12C0BFFAB139D7A7B1C0,Dark_sand_N,185,5_1858,8147253.865,-272032.5847,-4519.840724,137.4491006,-4.589354245,6.438326222,-9.354005047,-1.128025891,-0.301652328,0.816229697,-0.492721945,512.8058472,252.4352112,NLA_409307367RAS_F0051858NCAM07653M_,Edgett gopher pile
01010000A0E61000003595BB0B5F2E6140C23EA308815B12C01FB445F3F5A7B1C0,Dark_sand_S,185,5_1858,8147253.962,-272032.891,-4519.960743,137.4491023,-4.589359412,6.132018556,-9.256841092,-1.00800671,-0.651686176,0.000137553,-0.758488673,493.0090942,270.8931274,NLA_409307367RAS_F0051858NCAM07653M_,Edgett Gopher sand Dark sand S
01010000A0E6100000FA1828B3A32D614051155DC6E86D12C0CA1DFAA74699B1C0,Darwin,387,15_998,8145898.386,-273098.2864,-4505.276001,137.4262329,-4.607333278,-78.74144925,-61.59770885,4.378539686,0,0,0,670.7908325,210.1199036,NLB_431684535RAS_F0150998NCAM00292M_,Potential contact science location
01010000A0E610000069519F22A42D6140D125DD87D16D12C0BD0A00C08F99B1C0,DARWIN,387,15_998,8145901.537,-273093.0306,-4505.561523,137.426286,-4.607244609,-1,-1,-1,-1,-1,-1,0,0,BASEMAP,DISTANT MASTCAM TARGET
01010000A0E610000065CED6E2A42D6140E250FBBDC26D12C08A633C5AC299B1C0,Darwin_1,390,15_1230,8145906.97,-273089.6867,-4505.759189,137.4263777,-4.607188195,-55.58667483,-40.38731303,4.04190423,0,0,0,624.4849854,244.8769836,NLB_431952019RAS_F0151230NCAM00294M_,Possible contact science location
01010000A0E6100000D5E0CA47A42D6140A114B54ABC6D12C00A8F91BDC199B1C0,Darwin_2,390,15_1230,8145902.587,-273088.2282,-4505.756799,137.4263038,-4.607163589,-54.12816723,-44.76960862,4.039513677,0,0,0,38.834198,279.9206238,NLB_431952051RAS_F0151230NCAM00294M_,
01010000A0E6100000AA27887FB02D614055918793746F12C07A150080E09BB1C0,DARWIN_BASIN,388,15_1230,8145990.991,-273187.7831,-4507.876953,137.4277952,-4.608843141,-1,-1,-1,-1,-1,-1,0,0,BASEMAP,DISTANT MASTCAM TARGET
01010000A0E6100000CA086760A52D614065271939B46D12C03CCCE5265399B1C0,Darwin1_392,392,16_0,8145910.519,-273086.4037,-4505.324812,137.4264376,-4.607132809,-3.518693581,9.414658154,-0.559465059,0.610768851,-0.014283394,-0.791680077,654.9616112,317.1666329,NLB_432125263RAS_F0160000NCAM00297M_,
01010000A0E61000001C19C1B7A42D614037FDAC2BB16D12C084B3B90E5F99B1C0,Darwin2_392,392,16_0,8145905.752,-273085.7135,-4505.371318,137.4263572,-4.607121165,-2.828492904,4.64792195,-0.512958898,-0.047863239,-0.228228476,-0.972430423,158.6579285,486.8564453,NLB_432125294RAS_F0160000NCAM00297M_,
01010000A0E610000097D24A05F22B6140D2143CBFFEA912C09932424A5065B1C0,Daughter_of_the_Sun,959,46_1162,8142760.422,-276576.3815,-4453.313633,137.3732935,-4.666010845,-2.881491146,-14.20568482,-0.585780964,-0.272105355,0.296368497,-0.915491314,624.8522949,251.4327087,NLB_482545183RAS_F0461162NCAM00298M_,Rubbly outcrop formerly named N95902 Light-toned...dune? rocks?
01010000A0E6100000E04DF1DF712B61408E2C748008D412C0F2820DADECEAB0C0,Day_Mountain,1577,60_396,8141833.2,-279009.776,-4330.924516,137.3576507,-4.707063682,-1.476955054,2.517500853,-0.405484424,0.193352791,-0.051764678,-0.979762813,534.3370361,295.5019836,NLB_537410481RAS_F0600396NCAM00375M_,N157706. Bedrock potential contact science target
01010000A0E6100000FC0D0678792B614036A316F886D712C05C699464C0D6B0C0,Dead_River,1593,60_2346,8141888.148,-279212.0285,-4310.751535,137.3585777,-4.710475804,-2.593457497,0.663743317,-0.508465275,0.063271357,-0.097991759,-0.993173871,288.8682251,867.8327026,NLB_538748828RAS_F0602346NCAM00253M_,N159302
01010000A0E61000004403C210792B6140FD38D20C89D712C0643BDF4F0DD6B0C0,Dead_River_RP,1592,60_0,8141885.229,-279212.499,-4310.052,137.3585285,-4.710483742,-243.533,93.59,-24.988,0.559955,-0.11899,-0.819934,0,0,None,None
01010000A0E6100000A4E887F3152C6140879A7DFEDDA612C03047A9C6E169B1C0,Deadman_Pass,787,44_36,8143020.405,-276395.3192,-4457.881938,137.3776796,-4.662956215,-0.450226431,3.37881135,-0.87294523,0.296098292,-0.76430798,-0.572851781,662.788496,41.77584649,NLB_467190355RAS_F0440036NCAM00353M_,Dust-free face of the outcrop containing fine-scale laminae/sed structures
01010000A0E6100000550386F7CA2B61401E98DDCB4DB112C008E18B768752B1C0,Deadwood,1116,50_592,8142477.842,-276999.4539,-4434.529153,137.3685262,-4.673148332,-0.742862245,-3.362404191,-0.182761435,0.05072793,0.212320084,-0.97588263,423.3727722,822.706604,NLB_496223860RAS_F0500592NCAM00284M_,Bizarre tree mold-like erosional remnant
01010000A0E61000006DE12AF7CA2B61405CE1552B4EB112C0597473057B52B1C0,Deadwood_ccam,1119,50_592,8142477.832,-276999.5382,-4434.480552,137.3685261,-4.673149755,-0.827187134,-3.372465917,-0.231362134,0.396183158,0.136973631,-0.907897101,391.8493958,812.2543945,NLB_496223860RASLF0500592NCAM00284M_,Targeting the thin 'wall'
01010000A0E6100000C0D3F6DA692B61402C1692132CD312C0F356C4B0C4EFB0C0,Deep_Cove,1557,59_3016,8141775.173,-278959.9345,-4335.768322,137.3566718,-4.706222826,-1.354476877,-3.307658062,0.01832225,0.055659666,0.023224299,-0.998179682,361.6288909,146.9954981,NLB_535551718RASLF0593016NCAM00353M_,CCAM target through dense cracks to complement observation at Schooner Head previously N156606
01010000A0E61000004C72F5DA692B61404E4434192CD312C03CF57574C4EFB0C0,Deep_Cove_2,1571,59_3016,8141775.173,-278959.9395,-4335.767402,137.3566718,-4.70622291,-1.359452747,-3.307810499,0.01740205,0.05807487,0.018871144,-0.998133857,359.8198886,146.2577906,NLB_535551718RASLF0593016NCAM00353M_,New ChemCam raster to try to get more points on the mud crack ridge.
01010000A0E61000004E6EE7A0472D6140D823506A4F7D12C0C72C08FAE78CB1C0,Deep_Kill,441,22_0,8145232.188,-273989.7767,-4492.906159,137.4149937,-4.622373258,-2.311694245,-0.404245567,-0.771087155,0.943657945,0.32383994,-0.068098296,644.3982224,302.3247419,NLB_436560082RAS_F0220000NCAM00353M_,N44111. Shark's tooth
01010000A0E61000002C53E6A0472D614017B44E5E4F7D12C03BB61405E88CB1C0,Deep_Kill_CCAM,441,22_0,8145232.188,-273989.7661,-4492.906328,137.4149937,-4.622373079,-2.301090147,-0.404367676,-0.770918562,0.956491486,0.262554183,-0.127237136,798.1467132,934.4590968,NLB_436560139RAS_F0220000NCAM00259M_,
01010000A0E61000003E0A74323F2C614043A07294D2A312C02D49E7D76F69B1C0,Deep_Spring,728,40_1378,8143318.846,-276219.082,-4457.436888,137.3827145,-4.659982986,-1.45095711,-2.082811628,0.413450675,-0.10023371,-0.131983112,-0.986171193,728.2341696,586.4976359,NLB_461768943RAS_F0401378NCAM00190M_,Bedrock with vertical relief and vein. Possible location of a CCAM vertical 1x10.
01010000A0E6100000BD38E042892B61408B55854195DB12C0945D9E1D3EC8B0C0,Deer_Isle,1671,62_1080,8142002.416,-279446.8007,-4296.242639,137.3605055,-4.714436554,-1.525715112,1.97944781,-0.177360556,0.539457929,0.269134608,-0.797841918,582.9205631,549.3771845,NLB_545659776RAS_F0621080NCAM00375M_,Starting of horz. CCAM raster to sample bottom of stratified outcrop N167107
01010000A0E61000003F605840892B61408E1C584795DB12C07ADF053B38C8B0C0,Deer_Isle_ccam,1671,62_1080,8142002.345,-279446.8059,-4296.219651,137.3605043,-4.714436641,-1.530858654,1.907920642,-0.200349381,0.307004142,0.133308909,-0.942325437,600.2590942,565.2780762,NLB_545659776RAS_F0621080NCAM00375M_,RLR 5x1 N167115
01010000A0E6100000560A7136892B6140141FDFE293DB12C04260E5D042C7B0C0,Deer_Isle_rp_twk,1670,62_0,8142002.065,-279446.491,-4295.261,137.3604996,-4.714431329,-67.397,-8.943,-4.699,0.237912,0.149944,-0.959643,0,0,None,None
01010000A0E61000006214F8B3472D61406F7B65DA437D12C03FAB9FF8228EB1C0,Delaware_River,440,21_1572,8145232.727,-273987.1623,-4494.136606,137.4150028,-4.622329152,-2.260312886,-3.300384227,-0.171010993,0.229790959,0.164238489,-0.95928195,186.7984009,615.8308105,NLB_436473696RAS_F0211572NCAM00464M_,
01010000A0E610000046D9A404622E614027CEC33BD45B12C07D0FDB2E13A9B1C0,Delores_Creek,127,5_1070,8147275.469,-272051.7037,-4521.074934,137.4494651,-4.589676794,22.36431266,6.866840787,1.246808711,0,0,0,417.6772517,336.9134164,NLA_408420110RAS_F0051070NCAM05134M_,formerly N1149 acquired in mid-drive imaging on Sol 127 drive
01010000A0E6100000C3F14735D72D6140D3A474AC636612C08A81BE903297B1C0,Deloro,371,13_292,8146271.084,-272662.9921,-4503.197521,137.4325205,-4.5999896,0.880860399,-2.346100184,-0.055408569,0.157437972,0.315688826,-0.935710325,322.0952359,486.8903863,NLB_430347160RAS_F0130292NCAM00354M_,R0 coverage on this block exposed in cross section?
01010000A0E61000009420649BCB2B614049A3C4094FB112C029F05E7C7E52B1C0,Delphia1,1134,50_676,8142482.473,-276999.7347,-4434.494085,137.3686044,-4.673153069,-0.424653399,-2.517787396,-0.014215531,0.052563664,0.044015553,-0.997647063,235,559,NLB_497555953RASLF0500676NCAM00350M_,Candidate change detection spot
01010000A0E6100000C4BC5CB8CB2B6140724C3E244CB112C02BED05937652B1C0,Delphia2,1134,50_676,8142483.292,-276999.0797,-4434.463181,137.3686182,-4.67314202,0.230307114,-1.698936326,-0.045119885,-0.179628998,-0.15097815,-0.972079725,743,648,NLB_497555953RASLF0500676NCAM00350M_,Candidate change detection spot
01010000A0E610000004A9433E152C61404939414EE3A612C0528A773ACE6AB1C0,Delta,781,43_216,8143015.281,-276396.5203,-4458.80558,137.3775932,-4.662976477,-0.223254185,2.33942371,-0.176842245,0.029568774,-0.21086997,-0.977066835,472.6922958,411.6378264,NLB_466740268RASLF0430216NCAM00353M_,Vein + opportunity to image standard flat toned outcrop. Near dump location?
01010000A0E6100000E5A0FD6B5D2E61409E55B88CA85C12C02CC7C08262A6B1C0,Denault,317,6_704,8147242.211,-272099.7116,-4518.384808,137.448904,-4.590486716,-1.891577604,-0.354530523,0.143596693,0.103713039,-0.094646134,-0.990093778,569.2624781,611.0931241,NLB_425281920RAS_F0060704NCAM00350M_,Possible vein previously N1918
01010000A0E6100000A180576C5D2E6140BAD91581A85C12C041C6A3D462A6B1C0,Denault_CCAM,317,6_704,8147242.221,-272099.7013,-4518.386057,137.4489042,-4.590486543,-1.881301115,-0.344607743,0.144846185,0.070035019,-0.136917771,-0.988103575,569.4913323,618.0069147,NLB_425281920RAS_F0060704NCAM00350M_,First CCAM point of the vertical 1x10 raster
01010000A0E6100000ACCFF48B5A2E61405AE39147975C12C0D0B1A78610A5B1C0,Denham,326,7_0,8147221.408,-272095.8065,-4517.064555,137.4485531,-4.590420836,-12.93554444,-10.37908646,-1.346578137,0,0,0,266.7129211,201.7025757,NLB_426264512RAS_F0070000NCAM05133M_,Target for long distance RMI test with autofocus
01010000A0E6100000089A195C972B61401D208FEB4CDF12C09B2F77154DB8B0C0,Denning_Brook,1688,62_3350,8142104.429,-279661.9863,-4280.301109,137.3622265,-4.718066865,-3.539293666,-2.108075631,-0.148891211,0.429351281,-0.147179644,-0.891064304,492.7531433,59.84771729,NLB_547170610RAS_F0623350NCAM00354M_,N168708 similar in texture to carter cove https://mslreports.jpl.nasa.gov/surface/data/surface/97/1684/CRM 546984937 CCAM02684 Carter Cove after annotated Al2O3 FeOT MgO.png
01010000A0E61000002B7F4C18682B614026B579EF26D312C0006B6F62A3F1B0C0,Dennys,1521,59_2578,8141762.436,-278958.772,-4337.638221,137.3564569,-4.706203214,-3.786020205,-0.923434098,-0.281779248,0.464757917,0.63397346,-0.618124322,742.0200975,41.22387269,NLB_532342499RASLF0592578NCAM00653M_,Layered bedrock.
01010000A0E6100000A625FA9F782B6140168107CD7BD812C0BA88A4F6F7D2B0C0,Depot_Mountain,1620,61_1140,8141882.041,-279267.3886,-4306.968607,137.3584747,-4.711409763,1.242393467,-3.643677088,0.298607219,0.100742212,-0.050292632,-0.99364062,1001.028585,265.9744536,NLB_541147419RASLF0611140NCAM00207M_,None
01010000A0E61000001D2256443F2C6140AC719F7116A412C06559B21A436AB1C0,Desert_Range,710,40_366,8143319.352,-276234.427,-4458.262126,137.382723,-4.660241866,2.511980614,1.061645246,-0.168537951,-0.190243467,-0.533834138,-0.823910545,314.4697046,550.0396033,NLB_460434559RASLF0400366NCAM00350M_,CCAM target going from sand disturbed by wheels to undisturbed sand; should help to discriminate difference between surface and depth especially in H Lower-left end of CCAM raster (10x1)
01010000A0E61000005289BFE3CB2B6140319E159E58B112C06AD95DEF3952B1C0,Devils_Basin,1119,50_592,8142484.518,-277001.9007,-4434.226309,137.3686389,-4.673189612,-3.189690789,3.314340121,-0.485605366,0.195996097,-0.026487164,-0.980246896,589.7923584,60.30834579,NLB_496578639RAS_F0500592NCAM00320M_,
01010000A0E6100000E488A1B8122C6140F1D3E937DBA712C0639A79B90E62B1C0,Devils_Punchbowl,942,45_996,8142997.033,-276452.577,-4450.057518,137.3772853,-4.663922189,-2.309047476,-0.175000214,-0.337990186,0.884582404,0.285894919,-0.368480772,530.969635,418.6594686,FLB_480940975RASLF0450996FHAZ00302M_,mhli texture twk from the RPs for 25 cm and stereo 5 cm imaging with MAHLI
01010000A0E6100000CDB54249D22B614063E30DF69FAF12C01499767E1155B1C0,Devon,1092,49_1876,8142530.802,-276902.2617,-4437.068336,137.3694197,-4.671508641,-1.998664446,1.138610025,-0.641136734,0.097807215,-0.123813221,-0.98747356,817.0656921,786.1790327,NLB_494251942RAS_F0491876NCAM00320M_,
01010000A0E61000003D45B4D8D92B6140AE82E3C408AC12C080683A15075FB1C0,Diamond_Point,1061,48_2542,8142585.506,-276694.4185,-4447.027668,137.3703426,-4.668002201,1.354471008,2.608720012,0.197101256,0.357813519,0.009023354,-0.933749439,552.4439697,476.6613159,NLB_491243325RASLF0482542NCAM00354M_,Potential CCAM transect target N105903
01010000A0E61000003E4131734B2B61409ECD6D6CDEC712C0552663472B1BB1C0,Didimbo_aegis,1463,57_2798,8141555.17,-278305.6361,-4379.169058,137.3529602,-4.695184416,1.05592488,-2.738128038,-0.290941966,-0.049274697,-0.017847225,-0.998625797,941.2599146,427.6894839,NLB_527191736RAS_F0572798NCAM00191M_,Bright vein for potential ChemCam AEGIS RMI activity FOrmally N146301
01010000A0E61000000987E297732B61400850854CDFD712C0E3FD72CD2ED7B0C0,Digdeguash,1598,60_2730,8141845.634,-279232.0012,-4311.182822,137.3578605,-4.710812755,-1.406155683,-2.07980415,0.012822406,-0.067265325,-0.150706827,-0.986287398,414.8645139,437.3483099,FLB_539185708RASLF0602730FHAZ00302M_,shifted '05? formerly N159808
01010000A0E610000099195E33732B6140A05C28A0E0D712C004E78C2855D6B0C0,Digdeguash_rp,1597,60_0,8141842.793,-279232.3011,-4310.33265,137.3578126,-4.710817816,-263.335144,51.154137,-24.70735,-0.068123,-0.100884,-0.992563,0,0,None,None
01010000A0E61000004338E675A82B6140211A6A9961E012C069638586F7ACB0C0,Dike_Peak,1705,63_1450,8142228.165,-279724.5476,-4268.966896,137.364314,-4.719122312,-3.793600814,2.184699695,-0.943103622,0.463086895,-0.84608919,0.263976437,538.7502497,488.8092452,NLB_548677513RASLF0631450NCAM00277M_,Possible ccam target on fracture fill previously N170505
01010000A0E6100000241658F9DC2C61409C106AAE178E12C0D32AC0832E7EB1C0,Dillinger,628,31_1330,8144460.47,-274961.227,-4478.181698,137.4019744,-4.638762212,4.78000039,-2.114393174,-1.009220115,-0.03748374,0.156898651,-0.986903106,648.1802818,419.7738842,NLB_451648923RAS_F0311330NCAM06753M_,Near possible contact; may record interesting chemistry
